level	1983	1991	2000	2010	2021
SES 3	59	80	93	137	135
SES 2	350	395	327	576	629
SES 1	1131	1380	1115	1986	2095
EL 2	4557	7263	7026	12859	12669
EL 1	6215	11430	12352	26846	28504
APS 6	13557	18367	19128	31955	34344
APS 5	14234	15689	11928	21572	21676
APS 4	8718	13656	25267	32742	28350
APS 3	15700	19578	14113	24115	16860
APS 2	19665	19334	7527	6497	4826
APS 1	46067	31118	2771	2944	1727
graduate	875	948	1040	1294	1572
trainee	1660	570	329	267	558
