suburb,price,date,qbn
Harrison,1200000.0,2023-02-17,Canberra
Harrison,391500.0,2023-02-17,Canberra
Harrison,550000.0,2023-01-18,Canberra
Harrison,700000.0,2023-02-15,Canberra
Harrison,395000.0,2023-02-13,Canberra
Harrison,960000.0,2022-12-29,Canberra
Harrison,1220000.0,2022-11-28,Canberra
Harrison,1165000.0,2022-11-25,Canberra
Harrison,850000.0,2022-12-02,Canberra
Harrison,415000.0,2023-01-27,Canberra
Harrison,830000.0,2022-12-16,Canberra
Harrison,981000.0,2022-12-10,Canberra
Harrison,566500.0,2023-01-16,Canberra
Harrison,800000.0,2022-12-08,Canberra
Harrison,1100000.0,2022-11-25,Canberra
Harrison,1104000.0,2022-10-08,Canberra
Harrison,520000.0,2022-12-20,Canberra
Harrison,1077000.0,2022-11-09,Canberra
Harrison,944000.0,2022-11-12,Canberra
Harrison,940000.0,2022-10-28,Canberra
Harrison,669000.0,2022-11-18,Canberra
Harrison,310000.0,2013-08-01,Canberra
Harrison,636000.0,2022-12-13,Canberra
Harrison,1500000.0,2022-08-10,Canberra
Harrison,492500.0,2022-10-07,Canberra
Harrison,1211000.0,2022-10-31,Canberra
Harrison,1105000.0,2022-09-29,Canberra
Harrison,850000.0,2022-12-02,Canberra
Harrison,1005000.0,2022-10-10,Canberra
Harrison,1325000.0,2022-09-06,Canberra
Harrison,624000.0,2022-10-08,Canberra
Harrison,1175000.0,2022-10-10,Canberra
Harrison,720000.0,2022-10-07,Canberra
Harrison,482500.0,2022-11-07,Canberra
Harrison,485000.0,2008-10-29,Canberra
Harrison,700000.0,2022-10-11,Canberra
Harrison,1115000.0,2022-09-09,Canberra
Harrison,1070000.0,2022-10-06,Canberra
Harrison,630000.0,2022-11-18,Canberra
Harrison,1062000.0,2022-10-17,Canberra
Harrison,517000.0,2022-11-08,Canberra
Harrison,485000.0,2022-09-29,Canberra
Harrison,725000.0,2022-09-09,Canberra
Harrison,1180000.0,2022-09-29,Canberra
Harrison,697599.0,2022-09-20,Canberra
Harrison,1140000.0,2022-09-19,Canberra
Harrison,1090000.0,2022-09-21,Canberra
Harrison,800000.0,2022-09-26,Canberra
Harrison,786500.0,2022-08-22,Canberra
Harrison,700000.0,2022-07-12,Canberra
Harrison,1010000.0,2022-09-08,Canberra
Harrison,1100000.0,2022-08-10,Canberra
Harrison,1037000.0,2022-08-21,Canberra
Harrison,1656000.0,2022-08-19,Canberra
Harrison,570000.0,2022-08-30,Canberra
Harrison,920000.0,2022-08-04,Canberra
Harrison,1130000.0,2022-09-05,Canberra
Harrison,830000.0,2022-09-06,Canberra
Harrison,1005000.0,2022-10-10,Canberra
Harrison,710000.0,2022-08-12,Canberra
Harrison,1210000.0,2022-08-18,Canberra
Harrison,6850.0,2022-09-16,Canberra
Harrison,487000.0,2022-09-30,Canberra
Harrison,1255000.0,2022-08-02,Canberra
Harrison,1025000.0,2022-08-09,Canberra
Harrison,485000.0,2019-03-22,Canberra
Harrison,900000.0,2022-07-23,Canberra
Harrison,832500.0,2022-08-05,Canberra
Harrison,876000.0,2022-07-16,Canberra
Harrison,1125000.0,2022-08-10,Canberra
Harrison,890000.0,2022-07-02,Canberra
Harrison,1000000.0,2022-08-16,Canberra
Harrison,1230000.0,2022-07-19,Canberra
Harrison,1068000.0,2022-07-05,Canberra
Harrison,940000.0,2022-07-11,Canberra
Harrison,378000.0,2022-09-02,Canberra
Harrison,1100000.0,2022-07-19,Canberra
Harrison,636000.0,2022-08-26,Canberra
Harrison,493000.0,2022-08-25,Canberra
Harrison,665000.0,2022-07-12,Canberra
Harrison,1030000.0,2022-07-05,Canberra
Harrison,638000.0,2022-07-04,Canberra
Harrison,1080000.0,2022-05-14,Canberra
Harrison,435000.0,2022-05-20,Canberra
Harrison,650000.0,2022-07-29,Canberra
Harrison,650000.0,2022-07-29,Canberra
Harrison,1120000.0,2022-06-07,Canberra
Harrison,600000.0,2022-06-23,Canberra
Harrison,875000.0,2022-05-21,Canberra
Harrison,445000.0,2022-05-31,Canberra
Harrison,393000.0,2022-07-22,Canberra
Harrison,575000.0,2022-07-22,Canberra
Harrison,900000.0,2022-06-23,Canberra
Harrison,1121000.0,2022-05-24,Canberra
Harrison,1070000.0,2022-05-28,Canberra
Harrison,800000.0,2022-06-30,Canberra
Harrison,942000.0,2022-05-07,Canberra
Harrison,445000.0,2022-07-07,Canberra
Harrison,530001.0,2022-07-01,Canberra
Harrison,585000.0,2022-06-30,Canberra
Harrison,756000.0,2022-05-16,Canberra
Harrison,550000.0,2022-04-30,Canberra
Harrison,436000.0,2022-06-21,Canberra
Harrison,545000.0,2022-06-21,Canberra
Harrison,1523000.0,2022-05-03,Canberra
Harrison,412500.0,2022-06-17,Canberra
Harrison,495000.0,2022-06-17,Canberra
Harrison,498000.0,2022-05-03,Canberra
Harrison,715000.0,2022-02-26,Canberra
Harrison,370000.0,2022-04-27,Canberra
Harrison,510000.0,2022-06-07,Canberra
Harrison,495000.0,2022-04-22,Canberra
Harrison,1250000.0,2022-04-19,Canberra
Harrison,1175000.0,2022-05-29,Canberra
Harrison,650000.0,2022-04-13,Canberra
Harrison,1150000.0,2022-05-20,Canberra
Harrison,660000.0,2016-02-17,Canberra
Harrison,418500.0,2022-05-19,Canberra
Harrison,725000.0,2022-04-11,Canberra
Harrison,1375000.0,2022-03-09,Canberra
Harrison,1001000.0,2022-03-31,Canberra
Harrison,630000.0,2022-04-11,Canberra
Harrison,1220000.0,2022-04-02,Canberra
Harrison,425000.0,2022-03-29,Canberra
Harrison,639850.0,2022-05-09,Canberra
Harrison,730000.0,2022-03-11,Canberra
Harrison,630000.0,2022-03-26,Canberra
Harrison,1145000.0,2022-03-24,Canberra
Harrison,450000.0,2022-03-04,Canberra
Harrison,377995.0,2022-03-10,Canberra
Harrison,990000.0,2022-02-19,Canberra
Harrison,1280000.0,2022-04-15,Canberra
Harrison,550000.0,2022-04-14,Canberra
Harrison,490000.0,2022-02-16,Canberra
Harrison,750000.0,2022-01-12,Canberra
Harrison,735000.0,2022-01-31,Canberra
Harrison,1250000.0,2022-02-19,Canberra
Harrison,920000.0,2022-02-17,Canberra
Harrison,1175000.0,2022-03-08,Canberra
Harrison,874000.0,2018-09-28,Canberra
Harrison,1226000.0,2022-02-12,Canberra
Harrison,1152500.0,2022-02-23,Canberra
Harrison,628000.0,2022-02-28,Canberra
Harrison,355000.0,2022-04-01,Canberra
Harrison,715000.0,2022-03-03,Canberra
Harrison,495000.0,2022-03-30,Canberra
Harrison,1191000.0,2022-03-29,Canberra
Harrison,1230000.0,2022-02-10,Canberra
Harrison,367000.0,2022-02-18,Canberra
Harrison,440000.0,2022-03-23,Canberra
Harrison,1950000.0,2022-03-21,Canberra
Holt,730000.0,2023-03-17,Canberra
Holt,700000.0,2023-03-17,Canberra
Holt,660000.0,2023-03-16,Canberra
Holt,770000.0,2023-03-15,Canberra
Holt,745000.0,2023-03-10,Canberra
Holt,835000.0,2023-03-10,Canberra
Holt,620000.0,2023-01-30,Canberra
Holt,925000.0,2021-11-28,Canberra
Holt,690000.0,2023-02-21,Canberra
Holt,860000.0,2022-12-17,Canberra
Holt,765000.0,2023-02-18,Canberra
Holt,400000.0,2023-01-12,Canberra
Holt,810000.0,2022-12-22,Canberra
Holt,530000.0,2022-12-21,Canberra
Holt,650000.0,2023-01-10,Canberra
Holt,613000.0,2022-12-20,Canberra
Holt,782000.0,2022-11-16,Canberra
Holt,360000.0,2022-12-15,Canberra
Holt,340000.0,2022-11-30,Canberra
Holt,32500.0,2022-05-06,Canberra
Holt,915000.0,2022-11-10,Canberra
Holt,765000.0,2022-11-07,Canberra
Holt,430000.0,2022-12-05,Canberra
Holt,987000.0,2022-12-09,Canberra
Holt,805000.0,2022-12-01,Canberra
Holt,425000.0,2022-12-13,Canberra
Holt,665000.0,2022-10-15,Canberra
Holt,415000.0,2022-11-08,Canberra
Holt,400000.0,2022-11-13,Canberra
Holt,1553333.0,2022-09-05,Canberra
Holt,261000.0,2018-01-12,Canberra
Holt,290000.0,2018-04-30,Canberra
Holt,910000.0,2022-09-24,Canberra
Holt,710000.0,2022-10-15,Canberra
Holt,762500.0,2022-10-22,Canberra
Holt,590000.0,2022-10-28,Canberra
Holt,670000.0,2022-09-08,Canberra
Holt,670000.0,2022-07-05,Canberra
Holt,537000.0,2022-10-25,Canberra
Holt,980000.0,2022-10-26,Canberra
Holt,449000.0,2022-10-24,Canberra
Holt,441000.0,2022-02-02,Canberra
Holt,965000.0,2022-10-20,Canberra
Holt,795000.0,2022-10-21,Canberra
Holt,521000.0,2022-09-07,Canberra
Holt,434000.0,2021-02-09,Canberra
Holt,434000.0,2021-12-09,Canberra
Holt,925000.0,2022-11-28,Canberra
Holt,810000.0,2022-08-13,Canberra
Holt,434000.0,2021-03-18,Canberra
Holt,680000.0,2022-07-27,Canberra
Holt,434000.0,2021-06-28,Canberra
Holt,434000.0,2020-12-23,Canberra
Holt,434000.0,2021-03-30,Canberra
Holt,441000.0,2022-02-10,Canberra
Holt,900000.0,2022-09-28,Canberra
Holt,434000.0,2021-06-30,Canberra
Holt,434000.0,2020-09-09,Canberra
Holt,434000.0,2021-05-28,Canberra
Holt,441000.0,2022-02-25,Canberra
Holt,434000.0,2021-07-23,Canberra
Holt,885000.0,2022-09-16,Canberra
Holt,441000.0,2022-02-14,Canberra
Holt,820000.0,2022-09-20,Canberra
Holt,434000.0,2021-04-28,Canberra
Holt,434000.0,2020-12-21,Canberra
Holt,680000.0,2022-10-11,Canberra
Holt,434000.0,2021-03-30,Canberra
Holt,780000.0,2022-10-06,Canberra
Holt,434000.0,2020-12-22,Canberra
Holt,434000.0,2021-03-30,Canberra
Holt,441000.0,2022-02-04,Canberra
Holt,441000.0,2022-02-04,Canberra
Holt,441000.0,2022-03-08,Canberra
Holt,565000.0,2022-09-03,Canberra
Holt,796500.0,2022-09-24,Canberra
Holt,434000.0,2021-03-26,Canberra
Holt,735000.0,2022-11-08,Canberra
Holt,590000.0,2022-09-16,Canberra
Holt,750000.0,2022-11-07,Canberra
Holt,434000.0,2020-12-23,Canberra
Holt,434000.0,2020-12-23,Canberra
Holt,441000.0,2022-02-07,Canberra
Holt,370000.0,2022-10-13,Canberra
Holt,730000.0,2022-09-10,Canberra
Holt,1400000.0,2022-09-10,Canberra
Holt,530000.0,2022-09-23,Canberra
Holt,434000.0,2020-12-21,Canberra
Holt,931000.0,2022-04-23,Canberra
Holt,340000.0,2022-09-19,Canberra
Holt,840000.0,2022-07-18,Canberra
Holt,365000.0,2022-08-30,Canberra
Holt,357000.0,2022-09-09,Canberra
Holt,840000.0,2022-08-30,Canberra
Holt,425000.0,2022-05-27,Canberra
Holt,955000.0,2022-08-20,Canberra
Holt,425000.0,2022-08-26,Canberra
Holt,1030000.0,2022-07-27,Canberra
Holt,615000.0,2022-08-04,Canberra
Holt,425000.0,2022-07-28,Canberra
Holt,362000.0,2022-07-29,Canberra
Holt,434000.0,2019-09-04,Canberra
Holt,678000.0,2022-07-04,Canberra
Holt,465000.0,2020-04-06,Canberra
Holt,787474.0,2022-08-01,Canberra
Holt,787474.0,2022-05-08,Canberra
Holt,615000.0,2019-10-09,Canberra
Holt,570000.0,2022-07-28,Canberra
Holt,790000.0,2022-06-29,Canberra
Holt,840000.0,2022-09-03,Canberra
Holt,840000.0,2022-07-02,Canberra
Holt,655000.0,2020-01-24,Canberra
Holt,860000.0,2022-06-10,Canberra
Holt,787474.0,2022-08-01,Canberra
Holt,685000.0,2022-06-23,Canberra
Holt,529500.0,2022-06-30,Canberra
Holt,529500.0,2022-06-30,Canberra
Holt,977000.0,2022-06-08,Canberra
Holt,830000.0,2022-05-23,Canberra
Holt,460000.0,2022-06-17,Canberra
Holt,915000.0,2022-05-21,Canberra
Holt,645000.0,2021-02-02,Canberra
Holt,560000.0,2022-06-02,Canberra
Holt,787474.0,2022-08-01,Canberra
Holt,821000.0,2021-12-18,Canberra
Holt,950000.0,2022-07-23,Canberra
Holt,862000.0,2022-05-20,Canberra
Holt,695000.0,2022-05-28,Canberra
Holt,453000.0,2022-05-24,Canberra
Holt,800000.0,2022-05-12,Canberra
Holt,450000.0,2022-05-11,Canberra
Holt,1015000.0,2022-05-14,Canberra
Holt,700000.0,2022-05-19,Canberra
Holt,870000.0,2022-05-03,Canberra
Holt,787474.0,2022-08-01,Canberra
Holt,826000.0,2022-04-23,Canberra
Holt,610000.0,2022-04-29,Canberra
Holt,930000.0,2022-04-30,Canberra
Holt,815000.0,2022-06-21,Canberra
Holt,888000.0,2022-04-09,Canberra
Holt,840000.0,2022-04-09,Canberra
Holt,805000.0,2022-06-17,Canberra
Holt,625000.0,2022-04-06,Canberra
Holt,940000.0,2022-05-05,Canberra
Holt,1180000.0,2022-04-28,Canberra
Holt,787474.0,2022-08-01,Canberra
Holt,970000.0,2022-03-18,Canberra
Holt,755000.0,2022-04-27,Canberra
Holt,860000.0,2022-04-15,Canberra
Holt,470000.0,2022-03-03,Canberra
Holt,350000.0,2022-04-07,Canberra
Holt,920000.0,2021-11-17,Canberra
Holt,580000.0,2019-03-25,Canberra
Holt,720000.0,2022-03-28,Canberra
Holt,775000.0,2022-03-27,Canberra
Holt,787474.0,2022-08-01,Canberra
Holt,781000.0,2022-04-11,Canberra
Holt,850000.0,2022-03-30,Canberra
Holt,328000.0,2018-09-25,Canberra
Holt,795000.0,2022-03-19,Canberra
Holt,1010000.0,2022-03-17,Canberra
Holt,774000.0,2021-10-15,Canberra
Holt,580000.0,2022-03-12,Canberra
Holt,830000.0,2022-03-26,Canberra
Holt,840000.0,2022-03-08,Canberra
Holt,820000.0,2022-03-05,Canberra
Holt,787474.0,2022-08-01,Canberra
Holt,485000.0,2022-03-09,Canberra
Holt,1060000.0,2022-02-19,Canberra
Holt,637500.0,2022-02-04,Canberra
Holt,870000.0,2022-02-19,Canberra
Holt,980000.0,2022-04-06,Canberra
Holt,498000.0,2022-03-04,Canberra
Holt,345000.0,2022-02-07,Canberra
Holt,850000.0,2022-02-12,Canberra
Holt,785000.0,2022-01-07,Canberra
Holt,787474.0,2022-08-01,Canberra
Holt,658000.0,2022-02-25,Canberra
Holt,675000.0,2021-05-03,Canberra
Holt,615000.0,2022-02-19,Canberra
Holt,1000000.0,2022-03-23,Canberra
Holt,765000.0,2021-10-30,Canberra
Holt,774000.0,2021-08-11,Canberra
Crestwood,770000.0,2023-03-18,Queanbeyan
Crestwood,515000.0,2023-03-14,Queanbeyan
Crestwood,280000.0,2023-02-06,Queanbeyan
Crestwood,350000.0,2023-03-03,Queanbeyan
Crestwood,561000.0,2023-01-30,Queanbeyan
Crestwood,200000.0,2023-02-21,Queanbeyan
Crestwood,185000.0,2023-01-13,Queanbeyan
Crestwood,300000.0,2023-01-20,Queanbeyan
Crestwood,250000.0,2023-01-24,Queanbeyan
Crestwood,860000.0,2022-10-27,Queanbeyan
Crestwood,210000.0,2023-01-11,Queanbeyan
Crestwood,350000.0,2023-01-09,Queanbeyan
Crestwood,910000.0,2023-01-10,Queanbeyan
Crestwood,475000.0,2023-01-27,Queanbeyan
Crestwood,472000.0,2022-12-22,Queanbeyan
Crestwood,368000.0,2022-12-09,Queanbeyan
Crestwood,1160000.0,2022-12-16,Queanbeyan
Crestwood,340000.0,2022-12-10,Queanbeyan
Crestwood,300000.0,2022-09-13,Queanbeyan
Crestwood,430000.0,2022-12-22,Queanbeyan
Crestwood,310000.0,2022-11-21,Queanbeyan
Crestwood,1300000.0,2022-12-09,Queanbeyan
Crestwood,329000.0,2022-11-22,Queanbeyan
Crestwood,530000.0,2022-11-16,Queanbeyan
Crestwood,680000.0,2022-11-22,Queanbeyan
Crestwood,650000.0,2022-11-17,Queanbeyan
Crestwood,705000.0,2022-11-15,Queanbeyan
Crestwood,245000.0,2022-11-25,Queanbeyan
Crestwood,360000.0,2022-11-24,Queanbeyan
Crestwood,1250000.0,2022-09-30,Queanbeyan
Crestwood,1250000.0,2022-09-30,Queanbeyan
Crestwood,670000.0,2022-11-09,Queanbeyan
Crestwood,440000.0,2022-11-10,Queanbeyan
Crestwood,860000.0,2022-11-08,Queanbeyan
Crestwood,300000.0,2022-12-06,Queanbeyan
Crestwood,650000.0,2022-11-03,Queanbeyan
Crestwood,310000.0,2022-10-26,Queanbeyan
Crestwood,5200.0,2022-11-17,Queanbeyan
Crestwood,670000.0,2022-09-21,Queanbeyan
Crestwood,330000.0,2022-10-26,Queanbeyan
Crestwood,925000.0,2022-11-02,Queanbeyan
Crestwood,210000.0,2022-10-17,Queanbeyan
Crestwood,355000.0,2022-10-25,Queanbeyan
Crestwood,765000.0,2022-10-18,Queanbeyan
Crestwood,509000.0,2022-10-07,Queanbeyan
Crestwood,340000.0,2022-10-06,Queanbeyan
Crestwood,290000.0,2022-09-23,Queanbeyan
Crestwood,1150000.0,2022-10-06,Queanbeyan
Crestwood,715000.0,2022-09-30,Queanbeyan
Crestwood,317000.0,2022-09-27,Queanbeyan
Crestwood,197000.0,2022-09-29,Queanbeyan
Crestwood,350000.0,2022-09-13,Queanbeyan
Crestwood,205000.0,2022-09-07,Queanbeyan
Crestwood,759000.0,2022-08-15,Queanbeyan
Crestwood,923000.0,2022-08-20,Queanbeyan
Crestwood,105000.0,2022-06-02,Queanbeyan
Crestwood,845000.0,2022-09-01,Queanbeyan
Crestwood,765000.0,2022-09-16,Queanbeyan
Crestwood,750000.0,2022-08-16,Queanbeyan
Crestwood,1020000.0,2022-07-26,Queanbeyan
Crestwood,310000.0,2022-08-16,Queanbeyan
Crestwood,340800.0,2022-08-11,Queanbeyan
Crestwood,273750.0,2022-08-05,Queanbeyan
Crestwood,328000.0,2022-08-11,Queanbeyan
Crestwood,360000.0,2022-08-10,Queanbeyan
Crestwood,312500.0,2022-08-09,Queanbeyan
Crestwood,812500.0,2022-08-08,Queanbeyan
Crestwood,630000.0,2022-07-15,Queanbeyan
Crestwood,240000.0,2022-08-30,Queanbeyan
Crestwood,349000.0,2022-07-27,Queanbeyan
Crestwood,360000.0,2022-07-15,Queanbeyan
Crestwood,830000.0,2022-08-10,Queanbeyan
Crestwood,794000.0,2022-06-30,Queanbeyan
Crestwood,715000.0,2022-07-11,Queanbeyan
Crestwood,318500.0,2022-06-10,Queanbeyan
Crestwood,300000.0,2022-07-07,Queanbeyan
Crestwood,300000.0,2022-06-23,Queanbeyan
Crestwood,965000.0,2022-06-30,Queanbeyan
Crestwood,220000.0,2022-07-27,Queanbeyan
Crestwood,367500.0,2022-06-28,Queanbeyan
Crestwood,625000.0,2022-07-07,Queanbeyan
Crestwood,793000.0,2022-06-17,Queanbeyan
Crestwood,275000.0,2022-07-20,Queanbeyan
Crestwood,375000.0,2022-05-28,Queanbeyan
Crestwood,390000.0,2022-07-01,Queanbeyan
Crestwood,580000.0,2022-05-31,Queanbeyan
Crestwood,735000.0,2022-06-07,Queanbeyan
Crestwood,600000.0,2022-05-28,Queanbeyan
Crestwood,370000.0,2022-06-03,Queanbeyan
Crestwood,312000.0,2022-05-13,Queanbeyan
Crestwood,350000.0,2022-06-06,Queanbeyan
Crestwood,735000.0,2022-05-31,Queanbeyan
Crestwood,335000.0,2022-05-24,Queanbeyan
Crestwood,341000.0,2022-05-25,Queanbeyan
Crestwood,360000.0,2022-05-23,Queanbeyan
Crestwood,322000.0,2022-04-01,Queanbeyan
Crestwood,327000.0,2022-05-20,Queanbeyan
Crestwood,350000.0,2022-05-06,Queanbeyan
Crestwood,1300000.0,2022-03-18,Queanbeyan
Crestwood,225000.0,2022-06-08,Queanbeyan
Crestwood,762000.0,2022-05-09,Queanbeyan
Crestwood,370000.0,2022-03-25,Queanbeyan
Crestwood,337000.0,2022-05-06,Queanbeyan
Crestwood,375000.0,2022-05-28,Queanbeyan
Crestwood,220000.0,2022-05-10,Queanbeyan
Crestwood,732500.0,2022-04-09,Queanbeyan
Crestwood,715000.0,2022-04-14,Queanbeyan
Crestwood,332000.0,2022-04-08,Queanbeyan
Crestwood,332000.0,2022-05-20,Queanbeyan
Crestwood,840000.0,2022-03-16,Queanbeyan
Crestwood,1260000.0,2022-03-16,Queanbeyan
Crestwood,780000.0,2022-04-19,Queanbeyan
Crestwood,247000.0,2022-04-05,Queanbeyan
Crestwood,332000.0,2022-04-08,Queanbeyan
Crestwood,210000.0,2022-04-22,Queanbeyan
Crestwood,355000.0,2022-05-13,Queanbeyan
Crestwood,840000.0,2022-04-12,Queanbeyan
Crestwood,325000.0,2022-04-04,Queanbeyan
Crestwood,1600000.0,2022-02-08,Queanbeyan
Crestwood,260000.0,2022-03-31,Queanbeyan
Crestwood,500000.0,2022-03-21,Queanbeyan
Crestwood,750000.0,2022-03-01,Queanbeyan
Crestwood,350000.0,2022-04-01,Queanbeyan
Crestwood,540000.0,2022-03-10,Queanbeyan
Crestwood,332000.0,2022-04-08,Queanbeyan
Crestwood,815000.0,2022-03-22,Queanbeyan
Crestwood,219500.0,2022-03-10,Queanbeyan
Crestwood,237000.0,2022-03-17,Queanbeyan
Crestwood,460000.0,2022-03-16,Queanbeyan
Crestwood,800000.0,2022-03-10,Queanbeyan
Crestwood,332000.0,2022-04-08,Queanbeyan
Crestwood,320000.0,2022-03-25,Queanbeyan
Crestwood,535000.0,2022-03-04,Queanbeyan
Crestwood,250000.0,2022-02-25,Queanbeyan
Crestwood,965000.0,2022-02-03,Queanbeyan
Crestwood,184500.0,2022-03-21,Queanbeyan
Crestwood,740000.0,2022-02-05,Queanbeyan
Crestwood,332000.0,2022-04-08,Queanbeyan
Greenleigh,1420000.0,2022-11-26,Queanbeyan
Greenleigh,1585000.0,2022-09-03,Queanbeyan
Greenleigh,1410000.0,2022-07-23,Queanbeyan
Greenleigh,1550000.0,2022-08-04,Queanbeyan
Greenleigh,1720000.0,2022-07-13,Queanbeyan
Greenleigh,1420000.0,2022-06-04,Queanbeyan
Greenleigh,2125000.0,2022-04-02,Queanbeyan
Greenleigh,1387500.0,2022-03-05,Queanbeyan
Greenleigh,1460000.0,2022-02-26,Queanbeyan
Jerrabomberra,1325000.0,2023-03-10,Queanbeyan
Jerrabomberra,955000.0,2023-02-03,Queanbeyan
Jerrabomberra,940000.0,2023-03-03,Queanbeyan
Jerrabomberra,820000.0,2023-03-03,Queanbeyan
Jerrabomberra,930000.0,2023-03-03,Queanbeyan
Jerrabomberra,1900000.0,2022-12-20,Queanbeyan
Jerrabomberra,620000.0,2023-02-17,Queanbeyan
Jerrabomberra,1140000.0,2023-02-17,Queanbeyan
Jerrabomberra,1525000.0,2022-11-18,Queanbeyan
Jerrabomberra,1775000.0,2022-12-15,Queanbeyan
Jerrabomberra,925000.0,2023-01-23,Queanbeyan
Jerrabomberra,908000.0,2023-02-17,Queanbeyan
Jerrabomberra,650000.0,2022-12-23,Queanbeyan
Jerrabomberra,605000.0,2023-01-13,Queanbeyan
Jerrabomberra,1460000.0,2022-12-13,Queanbeyan
Jerrabomberra,1300000.0,2022-12-07,Queanbeyan
Jerrabomberra,690000.0,2022-11-03,Queanbeyan
Jerrabomberra,642000.0,2022-10-31,Queanbeyan
Jerrabomberra,1860000.0,2022-10-21,Queanbeyan
Jerrabomberra,1270000.0,2022-11-26,Queanbeyan
Jerrabomberra,850000.0,2022-11-28,Queanbeyan
Jerrabomberra,1845000.0,2022-12-15,Queanbeyan
Jerrabomberra,1230000.0,2022-11-28,Queanbeyan
Jerrabomberra,585000.0,2022-12-12,Queanbeyan
Jerrabomberra,1215000.0,2022-11-23,Queanbeyan
Jerrabomberra,988000.0,2022-12-13,Queanbeyan
Jerrabomberra,1100000.0,2022-12-01,Queanbeyan
Jerrabomberra,1200000.0,2022-11-30,Queanbeyan
Jerrabomberra,1680000.0,2022-12-15,Queanbeyan
Jerrabomberra,1180000.0,2022-12-02,Queanbeyan
Jerrabomberra,1050000.0,2022-11-23,Queanbeyan
Jerrabomberra,1270000.0,2022-11-16,Queanbeyan
Jerrabomberra,1485000.0,2022-09-20,Queanbeyan
Jerrabomberra,1425000.0,2022-11-18,Queanbeyan
Jerrabomberra,980000.0,2022-11-02,Queanbeyan
Jerrabomberra,835800.0,2022-11-30,Queanbeyan
Jerrabomberra,1015000.0,2022-11-10,Queanbeyan
Jerrabomberra,1220000.0,2022-11-12,Queanbeyan
Jerrabomberra,1300000.0,2022-10-05,Queanbeyan
Jerrabomberra,1250000.0,2022-10-29,Queanbeyan
Jerrabomberra,830000.0,2022-11-05,Queanbeyan
Jerrabomberra,622000.0,2022-10-31,Queanbeyan
Jerrabomberra,1560000.0,2022-06-11,Queanbeyan
Jerrabomberra,1600000.0,2022-10-08,Queanbeyan
Jerrabomberra,1210000.0,2022-10-27,Queanbeyan
Jerrabomberra,1759000.0,2022-11-11,Queanbeyan
Jerrabomberra,980000.0,2022-11-04,Queanbeyan
Jerrabomberra,1575000.0,2022-06-22,Queanbeyan
Jerrabomberra,1350000.0,2022-11-21,Queanbeyan
Jerrabomberra,835800.0,2022-11-30,Queanbeyan
Jerrabomberra,1175000.0,2022-10-20,Queanbeyan
Jerrabomberra,1418500.0,2022-10-07,Queanbeyan
Jerrabomberra,621000.0,2022-10-14,Queanbeyan
Jerrabomberra,980000.0,2022-11-04,Queanbeyan
Jerrabomberra,690000.0,2022-11-03,Queanbeyan
Jerrabomberra,675000.0,2022-09-21,Queanbeyan
Jerrabomberra,1450000.0,2022-11-01,Queanbeyan
Jerrabomberra,1360000.0,2022-09-12,Queanbeyan
Jerrabomberra,1190000.0,2022-09-26,Queanbeyan
Jerrabomberra,705000.0,2022-10-07,Queanbeyan
Jerrabomberra,1100000.0,2022-07-28,Queanbeyan
Jerrabomberra,970000.0,2022-09-14,Queanbeyan
Jerrabomberra,1450000.0,2022-09-16,Queanbeyan
Jerrabomberra,1900000.0,2022-06-27,Queanbeyan
Jerrabomberra,605000.0,2022-09-23,Queanbeyan
Jerrabomberra,1200000.0,2022-09-10,Queanbeyan
Jerrabomberra,862000.0,2022-06-29,Queanbeyan
Jerrabomberra,960000.0,2022-08-31,Queanbeyan
Jerrabomberra,1310000.0,2022-06-28,Queanbeyan
Jerrabomberra,825000.0,2022-08-26,Queanbeyan
Jerrabomberra,1340000.0,2022-09-06,Queanbeyan
Jerrabomberra,955000.0,2022-07-20,Queanbeyan
Jerrabomberra,590000.0,2022-08-08,Queanbeyan
Jerrabomberra,750000.0,2022-09-07,Queanbeyan
Jerrabomberra,1300000.0,2022-07-08,Queanbeyan
Jerrabomberra,1300000.0,2022-09-06,Queanbeyan
Jerrabomberra,970000.0,2022-07-19,Queanbeyan
Jerrabomberra,850000.0,2022-08-15,Queanbeyan
Jerrabomberra,1500000.0,2022-09-02,Queanbeyan
Jerrabomberra,1250000.0,2022-07-22,Queanbeyan
Jerrabomberra,1300000.0,2022-07-08,Queanbeyan
Jerrabomberra,950000.0,2022-07-13,Queanbeyan
Jerrabomberra,1500000.0,2022-07-08,Queanbeyan
Jerrabomberra,1130000.0,2022-07-26,Queanbeyan
Jerrabomberra,1135000.0,2022-04-30,Queanbeyan
Jerrabomberra,925000.0,2022-08-22,Queanbeyan
Jerrabomberra,595000.0,2022-07-21,Queanbeyan
Jerrabomberra,870000.0,2022-07-14,Queanbeyan
Jerrabomberra,875000.0,2022-07-07,Queanbeyan
Jerrabomberra,1900000.0,2022-02-17,Queanbeyan
Jerrabomberra,1300000.0,2022-07-08,Queanbeyan
Jerrabomberra,680000.0,2022-07-15,Queanbeyan
Jerrabomberra,1185000.0,2022-07-10,Queanbeyan
Jerrabomberra,1362000.0,2022-07-28,Queanbeyan
Jerrabomberra,620000.0,2022-07-15,Queanbeyan
Jerrabomberra,545000.0,2022-07-04,Queanbeyan
Jerrabomberra,1175000.0,2022-08-05,Queanbeyan
Jerrabomberra,1380000.0,2022-05-14,Queanbeyan
