area,date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95,age_96,age_97,age_98,age_99,age_100
ACT,1971-06-01,0.025355727695493123,0.024178237601624672,0.02300736262064312,0.021988635236060303,0.021346969286030866,0.02135358439891777,0.02127420304427495,0.021942329445851994,0.021512347108203402,0.02277583366960157,0.02169095515614974,0.02053331040094199,0.02024224543391833,0.018905992630764243,0.017926955923502835,0.016696544926539172,0.01598872784764072,0.016709775152312974,0.020401008143203964,0.02075822423909664,0.020553155739602695,0.022226779299988755,0.02215401305823284,0.023258736910345374,0.02519696498620749,0.02095006251281678,0.01972626662874002,0.019276438952430724,0.017642506069366074,0.017821114117312412,0.016207026572908467,0.01659731823323565,0.016259947476003678,0.015062612043474522,0.014407715867671282,0.013858661498058464,0.013388988483088464,0.012648095839755506,0.012085811244368885,0.01252240869490438,0.013190535096481422,0.012118886808803393,0.012092426357255787,0.012628250501094802,0.011629368455172687,0.012330570421184238,0.01192043342219635,0.011755055600023814,0.011583062664964377,0.011100159424220574,0.010835554908744518,0.008255660882852966,0.007349390417347472,0.006747415144639443,0.006582037322466908,0.0063042025812170485,0.006039598065740992,0.005854374904907752,0.005173018277556907,0.004617348795057188,0.004564427891961977,0.0037639992326469053,0.0034530889269625384,0.0033406320078852147,0.0029106496702366227,0.0029437252346711297,0.0023152895104154953,0.0021565268011298614,0.0020639152207132415,0.0018191560438978892,0.0020771454464870442,0.0016670084474991566,0.001369328367588593,0.0013296376902671844,0.0011708749809815505,0.0011907203196422547,0.0009988820459221137,0.000939346029940001,0.0007408926433329585,0.0006482810629163387,0.0007144321917853528,0.0006548961758032401,0.0005225939180652118,0.0005027485794045076,0.0003836765474402821,0.00032414053145816935,0.00016537782217253537,0.0001389173706249297,0.0001323022577380283,0.0001323022577380283,7.938135464281698e-05,5.9536015982112735e-05,5.9536015982112735e-05,1.323022577380283e-05,2.646045154760566e-05,1.9845338660704244e-05,1.9845338660704244e-05,0.0,2.646045154760566e-05,6.615112886901415e-06,1.323022577380283e-05
Australia,1971-06-01,0.020021710740541345,0.019127414956381462,0.01939013251816658,0.018608561164099757,0.018493081758118472,0.01817801965445715,0.018464919782372212,0.019246031973790996,0.019615045688596656,0.019882125295538126,0.019930643482014024,0.019257434512883913,0.01930480479273972,0.01882765827432137,0.018420687113944654,0.01807141739300458,0.017525396477380693,0.01718002963894893,0.017292830596149996,0.016887772613473438,0.017046183727046173,0.01719908488884246,0.016858845366647113,0.017421013502060302,0.018762227596976107,0.015790679993097256,0.015471868061143628,0.014876487160855772,0.01377021128751885,0.013739983079856419,0.013385509515571927,0.01267044021836245,0.012725463209018873,0.012202400425796829,0.012072151287970359,0.012192987591512073,0.011535160571091196,0.011104466007232578,0.01141776798740976,0.011516870592277725,0.012694622784492394,0.01179037847629171,0.012478969394131059,0.01254080329740003,0.011979094324634879,0.012726840696962984,0.012350786488220756,0.012011082655781451,0.012014143740101697,0.01195384037899285,0.012297370566832463,0.010441970833223325,0.009732334960682286,0.009621600235397385,0.009754604349112074,0.009504666814363984,0.009858987324432465,0.009647772506335488,0.009323450622605419,0.008843778709622862,0.009001348025007528,0.00791068368170386,0.007922315802120796,0.007525369692892889,0.007144570803454281,0.007032152481793244,0.00638741159684142,0.006015949014579562,0.00574098711551346,0.005360188226074852,0.005565586983963362,0.005116985076831304,0.0043116903192825734,0.004052569531573746,0.003833702002676153,0.003660215048826208,0.0033935946045327773,0.0030258053234552143,0.00291652461322243,0.002579958392211377,0.002449403145952883,0.002054829377073167,0.0018508081071287679,0.0016125792199056192,0.0013601928177013323,0.00111408163835355,0.0009478647597641894,0.0007406293512835318,0.000577856192554448,0.00046582050643344264,0.00036916676902167363,0.00026409504972922795,0.00019353705614755652,0.00014226389378343518,0.00010132189100014426,7.277727971384983e-05,4.91304033399491e-05,2.938640947436208e-05,2.249896975380847e-05,1.599416557328561e-05,1.5535002925248703e-05
ACT,1972-06-01,0.0253391909482327,0.02492615400020026,0.02371207569840793,0.022422899769700612,0.021402823670772005,0.020795784519875838,0.020908430960248324,0.020833333333333332,0.021390307399619505,0.021089916891959548,0.02205992790627816,0.021027335536197057,0.019700610794032243,0.019400220286372283,0.01851156503454491,0.017898267748072495,0.016978321818363874,0.016346250125162713,0.017291228597176328,0.020507910283368378,0.020758235706418344,0.020651847401622108,0.02192224892360068,0.021678181636126965,0.022767097226394313,0.024888605186742765,0.020551717232402122,0.019387704015219786,0.019124862321017323,0.01751026334234505,0.01736006808851507,0.015876889956944026,0.016258636227095224,0.01578301792330029,0.014631520977270452,0.013980674877340542,0.013417442675478121,0.01286046860919195,0.012366075898668269,0.011809101832382096,0.012078201662160809,0.012822919795734454,0.011702713527585862,0.01165264844297587,0.012084459797737057,0.011383548613197157,0.011940522679483328,0.011383548613197157,0.011252127766095925,0.01122083708821468,0.010413537598878543,0.010207019124862321,0.007985380995293882,0.006934014218484029,0.006370782016621608,0.006208070491639131,0.005970261339741664,0.005651096425352959,0.005394512866726745,0.00485631320716932,0.0043055972764593975,0.004174176429358165,0.003441974566937018,0.003241714228497046,0.0031165515169720636,0.0027035145689396217,0.002690998297787123,0.002177831180534695,0.0020464103334334634,0.0019525382997897267,0.0016896966055872634,0.0018899569440272354,0.0015833083007910284,0.0012516271152498248,0.0012328527085210773,0.0010951737258435967,0.0011014318614198458,0.0009011715229798738,0.0008886552518273756,0.0007196855912686492,0.0006320716932011615,0.000657104235506158,0.000607039150896165,0.00046310203264243515,0.0004693601682186843,0.00033168118554120356,0.0002878742365074597,0.00015019525382997898,0.00010638830479623511,9.387203364373686e-05,9.387203364373686e-05,6.258135576249123e-05,5.006508460999299e-05,5.006508460999299e-05,1.8774406728747372e-05,2.5032542304996496e-05,1.2516271152498248e-05,1.8774406728747372e-05,0.0,1.8774406728747372e-05,6.258135576249124e-06
Australia,1972-06-01,0.020179027371707525,0.019801086377407007,0.018938617211017958,0.019125107188515886,0.018360129961189638,0.018223701380311468,0.01795001737867102,0.018214606141586258,0.01904016818223912,0.01935466800724973,0.01962211312612826,0.019696829384746938,0.019037537328062404,0.019025736067898286,0.018519785226085085,0.018090504991707546,0.017790061444726807,0.017317785536375543,0.017037336481137828,0.017243445114067824,0.01685377802686538,0.016933530492050913,0.017046807556174,0.016725166841255162,0.017267273136182634,0.018560525882193056,0.015608481994133346,0.01521340286405309,0.014731054542568123,0.013619631403799735,0.013548222504717497,0.013220117405250163,0.012578414487918516,0.012508884770391073,0.01213770882968782,0.011960840261750446,0.012038788712643375,0.011258778032878761,0.010988476558036944,0.011236603690532173,0.011283508062139874,0.012419886731955949,0.011672122807671631,0.012171233428625377,0.012309917027369301,0.01183643844282297,0.012528578593085333,0.01199218501008444,0.011799380982562398,0.011761496682417716,0.011685277078555201,0.011904990985941917,0.010296561909561155,0.009471901876054597,0.009413572080593737,0.009526924311979016,0.009333067942786289,0.009547820810868345,0.00942514783897128,0.009051190709566928,0.00861897895196391,0.008700610598704236,0.00769975850262003,0.007607678606435039,0.007277017820053183,0.006871114604217304,0.006758213376405177,0.006111699754293254,0.005770741052991116,0.005454286879163515,0.005082284098576152,0.005275990133244496,0.004865426547152724,0.004026860570140677,0.003789106519827921,0.003543910910558174,0.0033826019658945083,0.0030878711308403458,0.0027780316760856257,0.002638295735671015,0.0023344696618916414,0.0021930800417088105,0.0018414475891754332,0.0016163216389109046,0.0013927742011524042,0.0011521637948763588,0.000936809588696768,0.0007782066654720083,0.0006024656064675115,0.00046047464818714604,0.0003669665740205104,0.00028706377431059595,0.0002016737644606779,0.00014657616127406706,0.00010388115634910803,7.276190980169072e-05,5.314325436962329e-05,3.26225917912539e-05,1.8791815547957316e-05,1.41314452920639e-05,1.7739473877271706e-05
ACT,1973-06-01,0.023230586361695497,0.024869306313687927,0.02460964998326659,0.023288287768455793,0.02189191372485661,0.020870598825199357,0.02030512503894845,0.02047822925922934,0.02031089517962448,0.02065710362018626,0.02044937855584919,0.021084094030212455,0.020178181944075797,0.018781807900476614,0.018585623117491606,0.018239414676929824,0.01810670144138114,0.017512376951750085,0.017079616401047857,0.018199023692197617,0.020801357137087,0.020951380794663774,0.021112944733592605,0.02213425963324986,0.02193230470958882,0.023022861297358428,0.02499047926788455,0.020709034886270527,0.01939921295281179,0.019104935778334275,0.017420054700933607,0.016883431618062848,0.015527448559195873,0.015896737562461773,0.015331263776210864,0.014269557891821402,0.013629072276782108,0.01303474778715105,0.01233656076535146,0.012019203028169827,0.011447959101242888,0.011517200789355244,0.012290399639943222,0.011130601364061255,0.011113290942033166,0.011430648679214799,0.010980577706484484,0.01142487853853877,0.010715151235387119,0.010582437999838436,0.01070361095403506,0.009630364788293539,0.009474570990040737,0.007599275270331091,0.006427936713097065,0.005931704614958512,0.005741289972649533,0.0055624156116926135,0.0052046668897787725,0.0048988494339492,0.0045064798679791815,0.003969856785108421,0.00380252270550356,0.0031620370904642653,0.0030062432922114642,0.002867759915986752,0.002486930631368793,0.002446539646636585,0.0020022388145822996,0.001904146423089795,0.0018175943129493497,0.0015810185452321327,0.001719501921456845,0.0014944664350916876,0.001142487853853877,0.0011309475725018176,0.0010213148996572536,0.0010097746183051943,0.0008193599759962148,0.0008078196946441554,0.000652025896391354,0.0006058647709831166,0.0005943244896310572,0.0005366230828707603,0.00039236956597001835,0.0004154501286741371,0.0002827368931254544,0.00024234590839324662,0.00010963267284456396,8.078196946441554e-05,8.078196946441554e-05,7.501182878838587e-05,5.1931266084267136e-05,4.616112540823745e-05,3.462084405617809e-05,1.1540281352059363e-05,1.7310422028089045e-05,5.7701406760296815e-06,5.7701406760296815e-06,0.0,1.7310422028089045e-05
Australia,1973-06-01,0.01875554720938991,0.01989782989984552,0.019695083237945644,0.01879160916130563,0.018898388082583796,0.01813856942014603,0.017974254284004385,0.017749515014878703,0.017986916694225304,0.01885484716322765,0.01911475979407811,0.019386150048228232,0.019491225838307095,0.01883589057248756,0.018761174947265875,0.018233056177116166,0.01779157495058328,0.017546990500526563,0.017187333620742894,0.016951264826682706,0.017175559800712916,0.016782951034681824,0.016823678085099988,0.01690468789084084,0.016601160291451658,0.017130463848522622,0.018400851624839,0.015451028387642732,0.014965858143388541,0.014594723640305207,0.013471249442224532,0.013359731373261343,0.01304457805220734,0.01247662082183041,0.012302753341136143,0.012073497071873173,0.011854459589806033,0.011894446148398413,0.010996599809634362,0.010870790248433527,0.011055024614688781,0.011055691057331988,0.01216368897625376,0.011557078072570864,0.011884449508750318,0.01210089526942721,0.011708582700126431,0.012350292916351526,0.011660228583902685,0.011601655680483108,0.01153353043251091,0.011447707429902452,0.011545008055810572,0.010164805341730313,0.009234303313449153,0.009227564837834512,0.00931664600447642,0.009176322803490204,0.009258665494517473,0.00922223329668886,0.008804595906946242,0.008419392059172998,0.008418577518164634,0.007503477719859798,0.007312504877989902,0.007041632968117828,0.006623847480010053,0.006503517558320025,0.005847812046587599,0.005535102348558685,0.005183961124771539,0.004827118113925852,0.004986990299112787,0.00461748487804618,0.0037527385238947087,0.003530813123707009,0.0032686049681966167,0.003132206373887059,0.0028006881834832112,0.0025315194048104424,0.002378607842785884,0.0021066992443577117,0.001950307370751965,0.0016307851479258305,0.0013978264195339373,0.001186341954089803,0.0009661937342839867,0.0007846991877841359,0.000638748248921955,0.0004854664409845046,0.00036313719136485823,0.000288495615325752,0.00022207349855285683,0.00015342990630260733,0.00010759346228652916,7.404918257847844e-05,5.153823107462099e-05,3.98384602272214e-05,2.080782030455244e-05,1.1995967577713507e-05,1.6735115262736125e-05
ACT,1974-06-01,0.022980976261940175,0.02304540890566524,0.024656224998791887,0.024339431167143648,0.0228735885223984,0.02143996219951568,0.020419778673868804,0.019786191010572322,0.01989894813709119,0.019694911431961813,0.019941903232907898,0.019770082849641057,0.020307021547349938,0.019496244113809527,0.018046509629995544,0.018089464725812254,0.018186113691399854,0.018454583040254293,0.018067987177903897,0.01760085051089717,0.01873916055004,0.02057549089620438,0.020731203118539956,0.02144533158649277,0.02218093760235394,0.02213261311956014,0.02300245380984853,0.024908586186715063,0.02076341944040249,0.01915797273425293,0.018916350320283933,0.01714982200482171,0.016484018019662695,0.01522221208004682,0.015517528363786707,0.014846354991650603,0.014014100010201836,0.013375142959928265,0.01257510430034203,0.011812651349595417,0.011673047288191107,0.011055567785825893,0.010899855563490317,0.011780435027732884,0.010663602536498408,0.010685080084406764,0.01084079230674234,0.010588431118819165,0.01093207188535285,0.010126663838789525,0.009944104681568505,0.010180357708560414,0.008945398703829984,0.008811164029402763,0.0073131050627949805,0.006024452188293662,0.005546576747332757,0.005380125751043003,0.005272738011501227,0.004886142149150832,0.004494176899823347,0.004241815711900172,0.0037048770141912897,0.00347399337417647,0.0029209465155363213,0.0027920812280861893,0.0026578465536589687,0.0022980976261940175,0.0022444037564231293,0.0018846548289581779,0.0017665283154622237,0.001696726284760069,0.0014980589666077823,0.0015785997712641148,0.0013745630661347395,0.0010685080084406762,0.0010738773954177651,0.0009503814949447222,0.0009074263991280116,0.0007194978549299026,0.0007409754028382579,0.000585263180502682,0.0005584162456172379,0.0005530468586401491,0.00046713666700672784,0.00034364076653368487,0.00037048770141912896,0.00022014486606064185,0.00019866731815228655,0.00010201835256468769,6.443264372506591e-05,5.9063256747977086e-05,4.832448279379943e-05,4.832448279379943e-05,2.1477547908355304e-05,2.1477547908355304e-05,2.1477547908355304e-05,5.369386977088826e-06,5.369386977088826e-06,5.369386977088826e-06,1.6108160931266477e-05
Australia,1974-06-01,0.017676935320648002,0.018587406106333863,0.01973128796345816,0.019633420005624312,0.01868447246510876,0.01869853688496128,0.01793978693934249,0.017747621783119213,0.017574039150535275,0.017776406476599758,0.018681557559439847,0.018890410550617666,0.019156177074981066,0.019283485580070966,0.018622384974360855,0.0184866232428311,0.017940734283684888,0.01749460797105732,0.017347550980060515,0.01710102283311196,0.016863093657886703,0.01710481221048155,0.01674321816225254,0.016769306567989337,0.016810552483204497,0.01652911834087067,0.01704549388011911,0.01828702507715209,0.015348362927034592,0.014762904123432846,0.014487518410362023,0.01334997647306762,0.013197162543374706,0.012905599103841401,0.012405328418413722,0.012108809639243259,0.012023694393710916,0.011772575270333816,0.011770097600515238,0.010748058800351625,0.010769847720226771,0.010887901399817861,0.01082821870624681,0.01190731678487945,0.011450186703351727,0.011608757571740748,0.011886037973496365,0.011571738269745516,0.012174176398868695,0.011330821316209622,0.011397281165460904,0.011296352556674693,0.011205116009237627,0.011176331315757083,0.010036457453927547,0.00900246754052138,0.009040944295351069,0.009100991352130734,0.00901230534715397,0.008963845040408244,0.009011139384886404,0.008553936430716955,0.008205459457998068,0.008122384646433967,0.007298705177040075,0.0070153034733797335,0.006804993029367456,0.006359231079948503,0.006233015664484447,0.005573081021041902,0.0052983511617465855,0.004917955971953069,0.004561171518077771,0.004698317829800261,0.004377240970369183,0.003490016557392926,0.003282912509616456,0.0030076725418290784,0.002884226286750493,0.0025139603941564596,0.0022946137425705433,0.002136480110031859,0.0018866726942057723,0.001716296457857642,0.0014447729947981323,0.001204366149754299,0.0010033834038825522,0.000800797459892902,0.0006506798179437366,0.000511274454327837,0.00038520478414722723,0.0002903974772657398,0.00022648817047476015,0.00016804431181299774,0.00011222386825325954,7.950405211967932e-05,5.3269901099436836e-05,3.64363208614479e-05,2.9659165181218592e-05,1.2752712301506765e-05,1.3335693435289933e-05
ACT,1975-06-01,0.02138115744672298,0.022923816750164566,0.02287859221032426,0.02431070263860065,0.023948906319878196,0.022416296914178898,0.02096911163928907,0.01987367278537941,0.019330978307295722,0.019386252744878322,0.019064656017125026,0.019215404483259382,0.01924052922761511,0.019632475239564438,0.019094805710351898,0.017712944770786956,0.0179842920098288,0.018401362766133855,0.01883853331792349,0.018642560311948827,0.017969217163215364,0.019079730863738462,0.02032591818378248,0.020496766445401417,0.021597230248182223,0.022320822885627138,0.02234092268111172,0.023094665011783505,0.02469259875280769,0.020531941087499436,0.018893807755506087,0.018526986487912487,0.01673810468978478,0.016135110825247354,0.014984397533755094,0.015311019210379534,0.014512052339867442,0.013738210213711076,0.013029692422879597,0.012180476063656052,0.011326234755561363,0.011311159908947927,0.010592592220374158,0.010361444572301476,0.0112860351645922,0.010160446617455668,0.010250895697136282,0.010286070339234298,0.010255920646007426,0.010512193038435834,0.00957755254840282,0.009391629440170446,0.009768500605506339,0.008341415126101093,0.008185641711095589,0.006999753777505314,0.0056279427356826645,0.005230971774862191,0.005055098564372107,0.004994799177918364,0.004607878114840182,0.004195832307406272,0.00404005889240077,0.0034923394654459393,0.0031858175843060797,0.0027084474415472824,0.0026079484641243775,0.002492374640088037,0.002155703065721306,0.0021054535770098537,0.0017537071560296874,0.0016230584853799113,0.0015828588944107494,0.0014069856839206661,0.0014220605305341018,0.001256237217786309,0.0009949398764867567,0.0010351394674559186,0.0008592662569658354,0.0007989668705120926,0.0006080188134085736,0.0006482184043777355,0.0005225946825991046,0.0005125447848568141,0.0004773701427587974,0.00038692106307818317,0.0002914470345264237,0.00031154683001100464,0.00016079836387664756,0.0001808981593612285,9.044907968061425e-05,4.522453984030713e-05,3.5174642098016656e-05,3.0149693226871417e-05,2.512474435572618e-05,1.5074846613435708e-05,1.5074846613435708e-05,2.512474435572618e-05,5.024948871145236e-06,5.024948871145236e-06,2.0099795484580946e-05
Australia,1975-06-01,0.016956818886064522,0.01759181515576735,0.018466500563773327,0.01957993938671971,0.019580587195201612,0.01858735283500786,0.018516669731760502,0.017766939382041092,0.017549923540604456,0.017420937673986062,0.017593326708891785,0.01854006281582913,0.018702446808625497,0.018963081754510096,0.019115244769036484,0.018456567500384186,0.018263520572777865,0.017689130385492833,0.017236960065126344,0.017154688387924995,0.016957322737106,0.0166418400064205,0.01694292699306377,0.016655875856861676,0.016646590601954437,0.016671783154028345,0.016441523228072852,0.01696214531136015,0.018170236151384203,0.015215221771835374,0.014549562567322597,0.014369183894473439,0.01322126726454591,0.013033906655836269,0.012769744752661323,0.012328515197766933,0.011925938215625933,0.011971500745519595,0.011685745226281302,0.011649108057693824,0.01051774653341486,0.010676459611480463,0.010736849757737622,0.010621611826679561,0.011672789056643294,0.011354283219708924,0.011351979900662168,0.01169618214071192,0.011459516108657636,0.0120147599563665,0.01102346902161845,0.01122760067213729,0.01108263552963202,0.010974883385475918,0.0108431623274895,0.00992219460238775,0.00878104397216007,0.008864107415283746,0.008900312711549957,0.008859068904868964,0.008683080933952687,0.008821855906519797,0.008317285077839588,0.00800820845325288,0.007839346375637506,0.0071014205360327275,0.006733753233194139,0.006580438559144375,0.006101852048460393,0.0059704189053548205,0.005311741636702525,0.005078530583218378,0.004655223729656564,0.004299216979492183,0.004416182399835313,0.004141511603509539,0.00322817362275017,0.0030423965458851745,0.002756065196885193,0.0026462976485631786,0.002239689858090354,0.002078529503537574,0.001905852553751009,0.001675808563956152,0.001495357912386782,0.001264882050270658,0.0010190747207495575,0.0008336575374856178,0.0006499678435067457,0.0005299793169147473,0.00040092147157614325,0.0002988556463167229,0.00022191039441099634,0.00017008571585896347,0.00012466714340572354,8.155188999924063e-05,5.6575274085969225e-05,3.598936010557839e-05,2.6632126478128008e-05,2.5120573353693716e-05,8.781403865761127e-06
