decile,capital,country
1,0.08468877394717612,0.11641122214274559
2,0.07943917432161995,0.13305556412446426
3,0.08286793817028097,0.13192756101652106
4,0.08774534751829198,0.12462331612910689
5,0.09489011478787071,0.11798579928316794
6,0.0994257745277316,0.10808031488168801
7,0.10618454703015578,0.09556599944859072
8,0.11343798041024937,0.07927592828594619
9,0.12325574521914834,0.05992033003580304
10,0.12806460406747516,0.033153964651966274
